idx,raw_ref,best_doi,best_title,best_container_title,best_year,best_volume,best_page,best_article_number,score,decision
338,"[338] A. R. Ramya, S. Varughese, M. L. P. Reddy, Dalton Trans. 2014, 43, 10940.",10.1039/c4dt00871e,"Tunable white-light emission from mixed lanthanide (Eu<sup>3+</sup>, Gd<sup>3+</sup>, Tb<sup>3+</sup>) coordination polymers derived from 4-(dipyridin-2-yl)aminobenzoate",Dalton Trans.,2014,43,10940-10946,,50,accepted
339,"[339] Z. Zhang, Y. Chen, H. Chang, Y. Wang, X. Li, X. Zhu, J. Mater. Chem. C 2020, 8, 2205.",10.1039/c9tc05894j,Aggregation-induced white emission of lanthanide metallopolymer and its coating on cellulose nanopaper for white-light softening,Journal of Materials Chemistry C,2020,8,2205-2210,,70,accepted
340,"[340] V. Kumar, V. Bhardwaj, A. Kaushik, ACS Appl. Electron. Mater. 2021, 3, 2261.",10.1021/acsaelm.1c00184,Luminescence Behavior of the Ba<sub>2</sub>HfF<sub>8</sub>:Dy<sup>3+</sup>/Sm<sup>3+</sup> Nanophosphor for White Light-Emitting Applications,ACS Applied Electronic Materials,2021,3,2261-2267,,70,accepted
341,"[341] S. Tabanli, G. Eryurek, J. Nanophotonics 2018, 12, 026008.",10.1117/1.jnp.12.026008,Excitation power and Er3+ concentration effect on the color quality parameters in Y2O3:Er3+/Yb3+/Tm3+ nanophosphors,Journal of Nanophotonics,2018,12,1,,55,accepted
342,"[342] Y. Zhang, J. Hao, J. Appl. Phys. 2013, 113, 184112.",10.1063/1.4809926,"Comment on “Structure and properties of reduced LaCoO3” [J. Appl. Phys. 44, 5553 (1973)]",Journal of Applied Physics,2013,113,,226101,50,accepted
343,"[343] A. Nadort, J. Zhao, E. M. Goldys, Nanoscale 2016, 8, 13099.",10.1039/c5nr08477f,Lanthanide upconversion luminescence at the nanoscale: fundamentals and optical properties,Nanoscale,2016,8,13099-13130,,70,accepted
344,"[344] J. Benick, B. Hoex, M. C. M. Van De Sanden, W. M. M. Kessels, O. Schultz, S. W. Glunz, Appl. Phys. Lett. 2008, 92, 253504.",10.1063/1.2945287,High efficiency n-type Si solar cells on Al2O3-passivated boron emitters,Applied Physics Letters,2008,92,,253504,70,accepted
345,"[345] G. Chen, J. Shen, T. Y. Ohulchanskyy, N. J. Patel, A. Kutikov, Z. Li, J. Song, R. K. Pandey, H. Agren, P. N. Prasad, G. Han, ACS Nano 2012, 6, 8280.",10.1021/nn302972r,(α-NaYbF<sub>4</sub>:Tm<sup>3+</sup>)/CaF<sub>2</sub> Core/Shell Nanoparticles with Efficient Near-Infrared to Near-Infrared Upconversion for High-Contrast Deep Tissue Bioimaging,ACS Nano,2012,6,8280-8287,,70,accepted
346,"[346] M. R. Hamblin, Dalton Trans. 2018, 47, 8571.",10.1039/c8dt00087e,Upconversion in photodynamic therapy: plumbing the depths,Dalton Transactions,2018,47,8571-8580,,65,accepted
347,"[347] D. Yang, P. Ma, Z. Hou, Z. Cheng, C. Li, J. Lin, Chem. Soc. Rev. 2015, 44, 1416.",10.1039/c4cs00155a,Current advances in lanthanide ion (Ln<sup>3+</sup>)-based upconversion nanomaterials for drug delivery,Chemical Society Reviews,2015,44,1416-1448,,50,accepted
348,"[348] W. R. Algar, N. Hildebrandt, S. S. Vogel, I. L. Medintz, Nat. Methods 2019, 16, 815.",10.1038/s41592-019-0530-8,FRET as a biomolecular research tool — understanding its potential while avoiding pitfalls,Nature Methods,2019,16,815-829,,70,accepted
349,"[349] H. Sahoo, J. Photochem. Photobiol. C Photochem. Rev. 2011, 12, 20.",10.1039/c1pp90036f,Additions &amp; corrections,Photochemical &amp; Photobiological Sciences,2011,10,1983-1983,,15,low_confidence
350,"[350] S. Hepojoki, J. Rusanen, J. Hepojoki, V. Nurmi, A. Vaheri, Å. Lundkvist, K. Hedman, O. Vapalahti, J ClinMicrobiol 2015, 53, 2292.",10.1128/jcm.00663-15,Competitive Homogeneous Immunoassay for Rapid Serodiagnosis of Hantavirus Disease,Journal of Clinical Microbiology,2015,53,2292-2297,,70,accepted
351,"[351] I. Hemmilä, V. Laitala, J Fluoresc 2005, 15, 529.",10.1007/s10895-005-2826-6,Progress in Lanthanides as Luminescent Probes,Journal of Fluorescence,2005,15,529-542,,65,accepted
352,"[352] M. Weber, N. Boysen, O. Graniel, A. Sekkat, C. Dussarrat, P. Wiff, A. Devi, D. Muñoz-Rojas, ACS Mater Au 2023, 3, 274.",10.1021/acsmaterialsau.3c00002,Assessing the Environmental Impact of Atomic Layer Deposition (ALD) Processes and Pathways to Lower It,ACS Materials Au,2023,3,274-298,,70,accepted
353,"[353] J. N. Brönsted, Recl. Trav. Chim. Pays-Bas 1923, 4, 514.",,,,,,,,,no_match
